,BUDGETYEAR,BUDGET CATEGORY,TYPE OF EXPENDITURE,GOVERNMENT AGENCY,ESTIMATED BUDGET
29,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,41738109838.0
30,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF TRANSPORT,12359859095.0
31,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF AVIATION,6666595065.0
32,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF POWER,5458108512.0
33,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MINISTRY OF PETROLEUM RESOURCES,75548699111.0
34,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MINISTRY OF MINES AND STEEL DEVELOPMENT,10361416769.0
35,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF WORKS AND HOUSING,22966885146.0
36,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,"NATIONAL SALARIES, INCOMES AND WAGES COMMISSION",759173387.0
37,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FISCAL RESPONSIBILITY COMMISSION,274613171.0
38,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF WATER RESOURCES,8539242683.0
39,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF JUSTICE,23895243117.0
40,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,INDEPENDENT CORRUPT PRACTICES AND RELATED OFFENCES COMMISSION,6583402019.0
41,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL CAPITAL TERRITORY ADMINISTRATION MINISTRY OF NIGER DELTA AFFAIRS,1743159018.0
42,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT,162210043802.0
43,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF WOMEN AFFAIRS,1373039283.0
44,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF EDUCATION,479568158460.0
45,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF HEALTH,336597463881.0
46,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF ENVIRONMENT,17701929679.0
47,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,NATIONAL POPULATION COMMISSION,6078400830.0
48,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,"FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS, DISASTER MANAGEMENT & SOCIAL DEVELOPMENT",3750103643.0
49,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL EXECUTIVE BODIES: CODE OF CONDUCT BUREAU,2175261924.0
50,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,CODE OF CONDUCT TRIBUNAL,663675664.0
51,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL CHARACTER COMMISSION,2645653751.0
52,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL CIVIL SERVICE COMMISSION,1003902788.0
53,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,POLICE SERVICE COMMISSION,722067628.0
54,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,"REVENUE MOBILISATION, ALLOCATION AND FISCAL COMMISSION",2121371188.0
55,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,GOVERNMENT OWNED ENTERPRISES,308412676814.0
56,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,OFFICE OF THE HEAD OF CIVIL SERVICE (CIVILIAN PENSION),48897287441.0
57,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,GRATUITIES,2300000000.0
58,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,46467287441.0
59,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSION RUNNING COST,130000000.0
60,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MILITARY PENSIONS AND GRATUITIES (DMP),217593565984.0
61,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,126492195623.0
62,2020,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,EXPECTED RETIREES,17917600447.0
63,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,DEATH BENEFITS,23191554357.0
64,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ADMINISTRATIVE CHARGES/RUNING COST,150000000.0
65,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,MEDICAL RETIREES,1259074576.0
66,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARREARS OF 2017 - 2018 PENSION,43800692518.0
67,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARREARS OF 2017 - 2018 GRATUITY,4782448463.0
68,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NHIS - MILITARY RETIREES,10478000762.0
69,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NHIS - MILITARY RETIREES - ARREARS 2014 - 2018,5953077216.2
70,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NHIS - MILITARY RETIREES - INCLUDING ARREARS,4524923545.7
71,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,DIA CIVILIAN STAFF PENSION AND GRATUITIES,400255916.0
72,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSION (2018 ARREARS),30267023.0
73,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSION,66089619.0
74,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,GRATUITY (2018 ARREARS),3597633.0
75,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,GRATUITY,270301641.0
76,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ADMINISTRATIVE CHARGES (INCLUDING VERIFICATION),30000000.0
77,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,POLICE PENSIONS AND GRATUITIES,7408000000.0
78,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS,7308000000.0
79,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSION RUNNING COST,100000000.0
80,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,"CUSTOMS, IMMIGRATION AND PRISIONS PENSION OFFICE",8311000000.0
81,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS,8211000000.0
82,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSION RUNNING COST,100000000.0
83,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,UNIVERSITIES PENSION INCLUDING ARREARS,13629524126.0
84,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS,13629524126.0
85,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PARASTATALS PENSION AND RAILWAY PENSIONS,26756754031.0
86,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS,26756754031.0
87,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,DEPARTMENT OF STATE SECURITY,13160158718.0
88,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS (INCLUDING ARREARS),9007377311.0
89,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,GRATUITY,3886521784.0
90,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,DEATH BENEFITS,266259623.0
91,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NIGERIA INTELLIGENCE AGENCY,4365518550.0
92,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS/DEPENDANTS BENEFITS,4265518550.0
93,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSION RUNNING COST,100000000.0
94,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NELMCO,16879348775.0
95,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NELMCO PENSIONS/ARREARS,16879348775.0
96,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,OTHER PENSIONS,168838035824.0
97,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARREARS OF PENSION LIABILITIES,23875609666.0
98,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,DEFUNCT PRIVATISED AGENCIES PENSION,17161129529.0
99,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT INTO REDEMPTION FUND,89548062654.0
100,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSION PROTECTION FUND,10000000000.0
101,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,BENEFITS OF RETIRED HEADS OF SERVICE AND PERMANENT SECRETARIES AND PROFESSORS,4502491809.0
102,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SEVERANCE BENEFITS TO RETIRED HEADS OF GOVERNMENT AGENCIES AND PARASTATALS,1000000000.0
103,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ENTITTLEMENTS OF FORMER PRESIDENTS/HEADS OF STATES AND VICE PRESIDENTS/CHIEF OF GENERAL STAFF,2300000000.0
104,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT OF OUTSTANDING TERMINAL BENEFITS OF NIGERIA AIRWAYS EX-WORKERS,16566787166.0
105,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,"ARREARS FOR VEHICLES FOR RETIRED/DISCHARGED PERSONNEL (2017, 2018, 2019)",3883955000.0
106,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT OF OUTSTANDING DEATH BENEFIT TO CIVIL SERVANTS/POLICE,5000000000.0
107,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,GROUP LIFE ASSURANCE FOR ALL MDAs INCLUDING DSS/INSURANCE OF SENSITIVE ASSETS/CORPERS PLUS ADMINISTRATION MONITORING,15000000000.0
108,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PUBLIC SERVICE WAGE ADJUSTMENT FOR MDAS (INCLUDING ARREARS OF PROMOTION AND SALARY INCREASES & PAYMENT OF SEVERANCE BENEFITS AND MINIMUM WAGE RELATED ADJUSTMENTS),200000000000.0
109,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,MILITARY OPERATIONS: LAFIYA DOLE & OTHER OPERATIONS OF THE ARMED FORCES,75000000000.0
110,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SETTLEMENT OF MDAs ELECTRICITY BILLS,4000000000.0
111,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,IPPIS CAPTURING,1000000000.0
112,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT FOR OUTSOURCED SERVICES,3000000000.0
113,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,MARGIN FOR INCREASES IN COSTS AND RECURRENT ADJUSTMENT COSTS,3000000000.0
114,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PRESIDENTIAL AMNESTY PROGRAMME: REINTEGRATION OF TRANSFORMED EX- MILITANTS,65000000000.0
115,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SERVICE WIDE TRAINING OF BUDGET/PLANNING OFFICERS ON GIFMIS BUDGET PREPARATION SYSTEM (BPS) AS WELL AS MONITORING AND EVALUATION OF ALL PROJECTS NATIONWIDE,2000000000.0
116,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SPECIAL INTERVENTION PROGRAMME (RECURRENT) - NSIO,350000000000.0
117,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,CONTINGENCY (RECURRENT),15000000000.0
118,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,INTERNATIONAL SPORTING COMPETITIONS,5000000000.0
119,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,TSA OPERATIONS,2000000000.0
120,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,EMPLOYEE COMPENSATION ACT - EMPLOYEES COMPENSATION FUND,3000000000.0
121,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,CONTRIBUTIONS TO INTERNATIONAL ORGANISATIONS,10000000000.0
122,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,GAVI/IMMUNISATION,22734412586.0
123,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ADDITIONAL SUPPORT FOR UNIVERSITIES,20000000000.0
124,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,TAKE OFF GRANT FOR THE ESTABLISHMENT OF THE NIA PENSION BOARD,500000000.0
125,2020,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,COVID-19 CRISIS INTERVENTION FUND,213597880667.0
126,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,PRESIDENCY,10012099316.0
127,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF DEFENCE,115977543505.0
128,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF FOREIGN AFFAIRS,6141311207.0
129,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF INFORMATION & CULTURE,4934616549.0
130,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF INTERIOR,32927646442.0
131,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION,1307059172.0
132,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,AUDITOR GENERAL FOR THE FEDERATION,41147530.0
133,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF POLICE AFFAIRS,15909986864.0
134,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF COMMUNICATION TECHNOLOGY,3584317144.0
135,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,OFFICE OF THE NATIONAL SECURITY ADVISER,26461119323.0
136,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,INFRASTRUCTURE CONCESSIONARY REGULATORY COMMSSION,90351688.0
137,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,OFFICE OF THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION,19088599421.0
138,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,SPECIAL DUTIES & INTER - GOVERNMENTAL AFFAIRS,1143664005.0
139,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT,79012520694.0
140,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,"FEDERAL MINISTRY OF FINANCE, BUDGET AND NATIONAL PLANNING",3608747903.0
141,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",23678371466.0
142,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT,12070444519.0
143,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,42416438064.0
144,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF TRANSPORT,106661510261.0
145,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF AVIATION,44270830824.0
146,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF POWER,127223689363.0
147,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF PETROLEUM RESOURCES,2708577647.0
148,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF MINES AND STEEL DEVELOPMENT,7592708617.0
149,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF WORKS AND HOUSING,256734983667.0
150,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,"NATIONAL SALARIES, INCOMES AND WAGES COMMISSION",95058399.0
151,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FISCAL RESPONSIBILITY COMMISSION,115579020.0
152,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF WATER RESOURCES,76581526058.0
153,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF JUSTICE,3338176859.0
154,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,INDEPENDENT CORRUPT PRACTICES AND RELATED OFFENCES COMMISSION,150063400.0
155,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL CAPITAL TERRITORY ADMINISTRATION,29657154360.0
156,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF NIGER DELTA AFFAIRS,20650841499.0
157,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT,2601731718.0
158,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF WOMEN AFFAIRS,4119754504.0
159,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF EDUCATION,67865809021.0
160,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF HEALTH,44732174920.0
161,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF ENVIRONMENT,10374796829.0
162,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,NATIONAL POPULATION COMMISSION,1901978275.0
163,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,DEVELOPMENT,57858851314.0
164,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,CODE OF CONDUCT BUREAU,297904492.0
165,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,CODE OF CONDUCT TRIBUNAL,26321943.0
166,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL CHARACTER COMMISSION,141704074.0
167,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL CIVIL SERVICE COMMISSION,23062977.0
168,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,POLICE SERVICE COMMISSION,377500835.0
169,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,"REVENUE MOBILISATION, ALLOCATION AND FISCAL COMMISSION",93895011.0
170,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,GOVERNMENT-OWNED ENTERPRISES,141170085810.0
171,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,MULTILATERAL/BILATERAL LOAN FUNDED PROJECTS,387298800000.0
172,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FGN SPECIAL INTERVENTION PROGRAMME (CAPITAL),20000000000.0
173,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,GLOBAL FUND,5500000000.0
174,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,PAYMENT OF LOCAL CONTRACTORS' DEBTS/OTHER LIABILITIES,11286447500.0
175,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,GALAXY BACKBONE,4000000000.0
176,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,GIFMIS/IPPIS CAPITAL,5000000000.0
177,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,OSSAP: SPECIAL PROJECTS,6000000000.0
178,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,OSSAP: SOCIAL SAFETY NET,16000000000.0
179,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,OSSAP: CONDITIONAL GRANTS TO STATES,10000000000.0
180,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,OSSAP: PAYMENT OF ON-GOING PROJECTS,8000000000.0
181,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,OSSAP - SDGs: SDG PROJECTS 1,7970000000.0
182,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,ZONAL INTERVENTION PROJECTS,100000000000.0
183,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,HEAD OF SERVICE (FEDERAL GOVERNMENT STAFF HOUSING LOANS BOARD),2500000000.0
184,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,SUBSCRIPTION TO SHARES IN INTERNATIONAL ORGANISATIONS,5000000000.0
185,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,"NATIONAL DEVELOPMENT PLANS (FEDERAL MINISTRY OF FINANCE, BUDGET AND NATIONAL PLANNING)",1500000000.0
186,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,CAPITAL EXIGENCIES/ADJUSTMENT TO CAPITAL COST,7196000000.0
187,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,CONTINGENCY (CAPITAL),10000000000.0
188,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,GRANTS AND DONOR FUNDED PROJECTS,42955200000.0
189,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,PRESIDENTIAL ENABLING BUSINESS ENVIRONMENT COUNCIL (PEBEC),500000000.0
190,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,GRANTS TO BOI TO SUPPORT LOW INTEREST LENDING TO SMES,10000000000.0
191,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,REFUND FOR THE ACQUISITION OF YOLA DISCO,26901762500.0
192,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,SPECIAL INTEVENTION FUND,20000000000.0
193,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,CONSTITUTION REVIEW,1000000000.0
194,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,CPA,500000000.0
195,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FGN INTERVENTION IN ZAMFARA/KATSINA/BORNO,1500000000.0
196,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,FALCON EYE PROJECT (OFFICE OF THE NATIONAL SECURITY ADVISER),10000000000.0
197,2020,EXECUTIVE ARM,CAPITAL EXPENDITURE,CONSTRUCTION OF NATIONAL ASSEMBLY LIBRARY (NLIDS),2000000000.0
