,BUDGETYEAR,BUDGET CATEGORY,TYPE OF EXPENDITURE,GOVERNMENT AGENCY,ESTIMATED BUDGET
57,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,7412463652
58,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,"CUSTOMS, IMMIGRATION AND PRISONS PENSION OFFICE",8420000000
59,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,8420000000
60,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,UNIVERSITIES' PENSIONS INCLUDING ARREARS,14343326479
61,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,14343326479
62,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PARASTATALS' PENSION AND RAILWAY PENSIONS,26756754031
63,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,26756754031
64,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PRE-1996 NIGERIA RAILWAY CORPORATION PENSION,2257298262
65,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,2257298262
66,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,DEPARTMENT OF STATE SECURITY,7643405446
67,2016,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS (INCLUDING ARREARS),7643405446
68,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NIGERIA INTELLIGENCE AGENCY,3709146567
69,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS/DEPENDANTS BENEFITS,3709146567
70,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NELMCO,16642621229
71,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NELMCO PENSION/ARREARS,16642621229
72,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARREARS OF PAYG PENSION INCLUDING DPR,3000000000
73,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARREARS OF 33% INCREASE IN PENSION RATES,27489043755
74,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT OF OUTSTANDING DEATH BENEFIT TO CIVIL SERVANTS,500000000
75,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT INTO THE REDEMPTION FUND (5% OF TOTAL PERSONNEL COST)INCLUDING ARREARS OF 2014 AND 2015,50195808918
76,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARREARS OF POLICE DEATH BENEFITS (2004 - 2010),3750000000
77,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,GROUP LIFE INSURANCE FOR ALL MDAs  INCLUDING DSS/INSURANCE OFSENSITIVE ASSETS/CORPERS,14690036516
78,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARMED FORCES ENHANCED RETIREMENT BENEFITS OF COMMODORES AND ABOVE ETC.,1000000000
79,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SEVERANCE BENEFITS OF THE DELTA STEEL COMPANY/PENSION PAY-OFF,2795000000
80,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NHIS (MILITARY RETIREES),2544110811
81,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ADMINISTRATION AND MONITORING OF (OHCSF) GROUP LIFE,36000000
82,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSION VERIFICATION AND ADMINISTRATION,200000000
83,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ENTITLEMENTS OF FORMER PRESIDENTS/HEADS OF STATE AND VICE-PRESIDENTS/CHIEFS OF GENERAL STAFF,2300000000
84,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PUBLIC SERVICE REFORMS (INCLUDING PAYMENT OF SEVERANCE BENEFITS OFCIVIL SERVANTS),1500000000
85,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,IMPROVED REMUNERATION PACKAGE FOR THE NIGERIAN POLICE INCLUDING2014 AND 2015 SHORTFALLS,10255000000
86,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,"35TH  ANNUAL GENERAL MEETING AND SYMPOSIUM OF SHELTER-AFRIQUE INNIGERIA IN JUNE, 2016",400000000
87,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PUBLIC SERVICE WAGE ADJUSTMENT FOR MDAs (INCLUDING ARREARS OFPROMOTION AND SALARY INCREASES),33597400000
88,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,OUSTANDING PAYMENTS TO HEALTH PROFESSIONALS,3000000000
89,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,OPERATIONS - INTERNAL FOR THE ARMED FORCES,13000000000
90,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,CONTRIBUTION TO INTERNATIONAL ORGANISATIONS INCLUDING WAECINTERNATIONAL,6000000000
91,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ASSOCIATION (PAWA),208000000
92,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ASSESSED CONTRIBUTION TO AFRICAN UNION AND OTHERS,3500000000
93,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,EXTERNAL FINANCIAL OBLIGATIONS,8500000000
94,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,MARGIN FOR INCREASES IN COSTS AND RECURRENT ADJUSTMENT COSTS,3599600000
95,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,CONTINGENCY,12000000000
96,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PILGRIMS SUPPORT SERVICES,500000000
97,2015,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ELECTION LOGISTICS SUPPORT,500000000
98,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,EMPLOYEES COMPENSATION ACT - EMPLOYEES' COMPENSATION FUND,4000000000
99,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PROVISION OF SECURITY EQUIPMENT FOR SELECTED PUBLIC BUILDINGS,2500000000
100,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT FOR OUTSOURCED SERVICES,2000000000
101,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ALL PROJECTS NATIONWIDE,1000000000
102,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,OPERATION LAFIYA DOLE,8000000000
103,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,IPPIS CAPTURING,4000000000
104,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SPECIAL INTERVENTION (RECURRENT),300000000000
105,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PRESIDENTIAL AMNESTY PROGRAMME:,20000000000
106,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,"PRESIDENTIAL AMNESTY PROGRAMME: STIPENDS AND ALLOWANCES OF 30,000NIGER DELTA EX-MILITANTS",7875000000
107,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PRESIDENTIAL AMNESTY PROGRAMME: OPERATIONAL COST,1834149261
108,2016,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PRESIDENTIAL AMNESTY PROGRAMME: REINTEGRATION OF TRANSFORMED EX-MILITANTS,10290850739
109,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,AUDITOR GENERAL FOR THE FEDERATION,317509819
110,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,BUDGET AND NATIONAL PLANNING,2322144778
111,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF AGRICULTURE,46173963859
112,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF DEFENCE,130864439542
113,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF EDUCATION,35433487466
114,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF ENVIRONMENT,4957964638
115,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF FINANCE,667842500
116,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF FOREIGN AFFAIRS,7076226760
117,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF HEALTH,28650342987
118,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",5886327845
119,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF INFORMATION & CULTURE,6071503956
120,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF INTERIOR,61713279496
121,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF JUSTICE,879736744
122,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT,5542655626
123,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF  SOLID MINERALS DEVELOPMENT,7332623257
124,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL CAPITAL TERRITORY ADMINISTRATION,29297122872
125,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF NIGER DELTA,19440328551
126,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF PETROLEUM RESOURCES,6304900570
127,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,27006179073
128,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF TRANSPORTATION,188674679674
129,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF WATER RESOURCES,46081121423
130,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF WOMEN AFFAIRS,2293528977
131,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF WORKS POWER & HOUSING,422964928495
132,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT,3497043000
133,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FISCAL RESPONSIBILITY COMMISSION,123044650
134,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,INDEPENDENT CORRUPT PRACTICES AND RELATED OFFENCES COMMISSION,799680570
135,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,INFRASTRUCTURE CONCESSIONARY REGULATORY COMMSSION,35730000
136,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF COMMUNICATION TECHNOLOGY,5992735230
137,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,"NATIONAL SALARIES, INCOMES AND WAGES COMMISSION",169871885
138,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,OFFICE OF THE NATIONAL SECURITY ADVISER,32084085624
139,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION,1429176735
140,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,PRESIDENCY,23004199702
141,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,OFFICE OF THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION,20319288049
142,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL EXECUTIVE BODIES:CODE OF CONDUCT BUREAU,4889127358
143,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,CODE OF CONDUCT TRIBUNAL,1055560066
144,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL CHARACTER COMMISSION,984780230
145,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL CIVIL SERVICE COMMISSION,16841017
146,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,NATIONAL POPULATION COMMISSION,4411606590
147,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,POLICE SERVICE COMMISSION,269629000
148,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,"REVENUE MOBILISATION, ALLOCATION AND FISCAL COMMISSION",19883417
149,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,NATIONAL JOB CREATION SCHEME/GRADUATE INTERSHIP SCHEME,2000000000
150,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,QUICK WINS - COMPLETION OF 2008 & 2009 PROJECTS,527259306
151,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,NELMCO (OUTSTANDING LIABILITIES),3000000000
152,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,BULK TRADER,3432000000
153,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,SINKING FUND FOR INFRASTRUCTURAL DEVELOPMENT,10000000000
154,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,"SPECIAL INITIATIVE FOR WOMEN PARTICIPATION IN AGRICULTURE, WATER,SPORT, COMMUNICATION TECHNOLOGY/PARTNERSHIP WITH STATES ANDLOCAL GOVT. WOMEN DEVT. CENTRES",1500000000
155,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,GIFMIS CAPITAL,1000000000
156,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,2011 ELECTION VIOLENCE AND CIVIL DISTURBANCES (DAMAGE DONE TOPUBLIC PROPERTIES AND PLACES OF WORSHIPS),2500000000
157,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,SPORTS DEVELOPMENT,1000000000
158,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,SPECIAL INTERVENTION MDG's (VERIFICATION OF ASSETS AND LIABILITIES),8267215
159,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,TRANSITION TO SUSTAINABLE DEVELOPMENT GOALS,609037225
160,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,PROVISION FOR SDG PROGRAMMES,3378044922
161,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,SDG MONITORING AND EVALUATION,581777918
162,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,"CONSULTANCY, FEES, SURVEY AND SHORT TERM AND LONG TERM STUDIES",474533376
163,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,COMMUNICATION AND ADVOCACY (SDG),427080038
164,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF FINANCE: SPECIAL PROGRAMME FOR IMPROVINGEFFICIENCY,500000000
165,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,CAPITAL EXIGENCIES/ADJUSTMENT TO CAPITAL COST,5500000000
166,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,CAPITAL DEVELOPMENT OF NATIONAL INSTITUTE FOR LEGISLATIVE STUDIES,4000000000
167,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,NATIONAL ASSEMBLY CLINIC,1000000000
168,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF BUDGET AND NATIONAL PLANNING  (INFRASTRUCTURE MASTERPLAN),500000000
169,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,NIGERIA MORTGAGE REFINANCING COMPANY (NMRC),2000000000
170,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,HEAD OF SERVICE (FEDERAL GOVERNMENT STAFF HOUSING LOANS BOARD),1000000000
171,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,SPECIAL INTERVENTION/CONSTITUENCY PROJECTS,100000000000
172,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL INITIATIVE FOR NORTH EAST (PILOT COUNTERPART FUNDINGCONTRIBUTION),12000000000
173,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,COUNTERPART FUNDING INCLUDING GLOBAL FUND/HEALTH,3500000000
174,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,SUPPORT TO UNDP MILLENIUM CAMPAIGN PROGRAMME NIGERIA INAFRICA/AFRICAN PARLIMENTARIAN PROGRAMME,500000000
175,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,PAYMENT OF LOCAL CONTRACTORS' DEBTS/OTHER LIABILITIES,25500000000
176,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,GALAXY BACKBONE,3100000000
177,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,REFUNDS TO STATES FOR FEDERAL  ROADS PROJECTS,5005000000
178,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,FINANCING OF THE IMPLEMENTATION OF THE NIGERIA'S NUCLEAR POWERPROGRAMME (THE SEED MONEY),2000000000
179,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,"MATCHING GRANT FOR THE ""SAFE SCHOOL INITITIATIVE"" PROGRAMME",1000000000
180,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,REHABILITATION OF EXISTING 23 NOS. FEDERAL SECRETARIATS IN THE STATES OFTHE FEDERATION,500000000
181,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,CONSTRUCTION OF FEDERAL SECRETARIAT IN EKITI STATE,500000000
182,2016,EXECUTIVE ARM,CAPITAL EXPENDITURE,DEVELOPMENT FINANCE INSTITUTION (DFI),4000000000
183,2016,OTHERS,CAPITAL EXPENDITURE,CAPITAL IN FGN SPECIAL INTERVENTION PROGRAMME,200000000000
