,BUDGETYEAR,BUDGET CATEGORY,TYPE OF EXPENDITURE,GOVERNMENT AGENCY,ESTIMATED BUDGET
62,2017,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,8420000000
63,2017,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,UNIVERSITIES' PENSIONS INCLUDING ARREARS,14343326479
64,2017,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,14343326479
65,2017,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PARASTATALS' PENSION AND RAILWAY PENSIONS,26756754031
66,2017,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,26756754031
67,2017,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PRE-1996 NIGERIA RAILWAY CORPORATION PENSION,2257298262
68,2017,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,2257298262
69,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,DEPARTMENT OF STATE SECURITY,7643405446
70,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS (INCLUDING ARREARS),7643405446
71,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NIGERIA INTELLIGENCE AGENCY,3709146567
72,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS/DEPENDANTS BENEFITS,3709146567
73,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NELMCO,16642621229
74,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NELMCO PENSION/ARREARS,16642621229
75,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SERVICE WIDE VOTESTOTAL ALLOCATION:,228677053528
76,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SERVICE-WIDE VOTES PENSIONS,89977053528
77,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARREARS OF 33% INCREASE IN PENSION RATE - MILITARY,14481244610
78,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARREARS OF PENSION LIABILITIES,3000000000
79,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT OF OUTSTANDING DEATH BENEFIT TO CIVIL SERVANTS/POLICE,5000000000
80,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT INTO THE REDEMPTION FUND (5% OF TOTAL PERSONNEL COST)INCLUDING ARREARS OF 2014 AND 2015,50195808918
81,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,GROUP LIFE INSURANCE FOR ALL MDAs INCLUDING DSS/INSURANCE OFSENSITIVE ASSETS/CORPERS PLUS ADMINISTRATION AND MONITORING,15000000000
82,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ENTITLEMENTS OF FORMER PRESIDENTS/HEADS OF STATE AND VICE-PRESIDENTS/CHIEFSOF GENERAL STAFF,2300000000
83,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,OTHER SERVICE-WIDE VOTES,138700000000
84,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PUBLIC SERVICE WAGE ADJUSTMENT FOR MDAs (INCLUDING ARREARS OFPROMOTION AND SALARY INCREASES) & PAYMENT OF SEVERANCE BENEFITS,30200000000
85,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,MILITARY OPERATIONS : LAFIYA DOLE & OTHER OPERATIONS OF THE ARMEDFORCES,25000000000
86,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,CONTRIBUTION TO INTERNATIONAL ORGANISATIONS/EXTERNAL FINANCIALOBLIGATIONS,10000000000
87,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,MARGIN FOR INCREASES IN COSTS AND RECURRENT ADJUSTMENT COSTS,5000000000
88,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,CONTINGENCY (RECURRENT),15000000000
89,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,EMPLOYEES COMPENSATION ACT - EMPLOYEES' COMPENSATION FUND,4000000000
90,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT FOR OUTSOURCED SERVICES,1500000000
91,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PREPARATION SYSTEM (BPS) AS WELL AS MONITORING AND EVALUATION OFALL PROJECTS NATIONWIDE,2000000000
92,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,TSA OPERATIONS,4000000000
93,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,IPPIS CAPTURING,2000000000
94,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SETTLEMENT OF MDA's ELECTRICITY BILLS,40000000000
95,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,REFUNDS TO SPECIAL ACCOUNTS,40000000000
96,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SPECIAL INTERVENTION (RECURRENT),350000000000
97,2017,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,"PRESIDENTIAL AMNESTY PROGRAMME: STIPENDS, OPERATIONS ANDREINTERGRATION",76700000000
98,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,AUDITOR GENERAL FOR THE FEDERATION,90509818
99,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF BUDGET AND NATIONAL PLANNING,4092773627
100,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT,103793201010
101,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF DEFENCE,139294920350
102,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF EDUCATION,56720969147
103,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF ENVIRONMENT,12479369455
104,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF FINANCE,5181348624
105,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,MINISTRY OF FOREIGN AFFAIRS,10291783534
106,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF HEALTH,55609880120
107,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",81726971059
108,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF INFORMATION & CULTURE,9546245041
109,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF INTERIOR,63760562487
110,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF JUSTICE,12705755001
111,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT,8803520400
112,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF MINES & STEEL DEVELOPMENT,12455000000
113,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL CAPITAL TERRITORY ADMINISTRATION,30397122872
114,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF NIGER DELTA,34201500001
115,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF PETROLEUM RESOURCES,6793128647
116,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,41699655490
117,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF TRANSPORTATION,241709000000
118,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF WATER RESOURCES,104245803117
119,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL  MINISTRY OF WOMEN AFFAIRS,4250732000
120,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,"FEDERAL MINISTRY OF POWER, WORKS & HOUSING",553713857113
121,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT,5441000000
122,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FISCAL RESPONSIBILITY COMMISSION,148155391
123,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,INDEPENDENT CORRUPT PRACTICES AND RELATED OFFENCES COMMISSION(ICPC),767865170
124,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,INFRASTRUCTURE CONCESSIONARY AND REGULATORY COMMISSION  (ICRC),34310245
125,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL MINISTRY OF COMMUNICATIONS TECHNOLOGY,8434669142
126,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,"NATIONAL SALARIES, INCOME AND WAGES COMMISSION",163121916
127,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,OFFICE OF THE NATIONAL SECURITY ADVISER,47209203765
128,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION,1974176735
129,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,STATE HOUSE,20066000000
130,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF),32778490342
131,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,CODE OF CONDUCT BUREAU,1394854364
132,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,CODE OF CONDUCT TRIBUNAL,513616705
133,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL CHARACTER COMMISSION,400000000
134,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL CIVIL SERVICE COMMISSION,16171828
135,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,NATIONAL POPULATION COMMISSION,3936308554
136,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,POLICE SERVICE COMMISSION,758900000
137,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,"REVENUE MOBILIZATION, ALLOCATION AND FISCAL COMMISSION",229093337
138,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,GIFMIS/IPPIS CAPITAL,5000000000
139,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,OSSAP- SDGs (SPECIAL PROJECTS),9000000000
140,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,OSSAP-SDGs (CONDITIONAL GRANTS),10000000000
141,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,OSSAP-SDGs (SOCIAL SAFETY NETS),15902000000
142,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,CAPITAL EXIGENCIES/ADJUSTMENT TO CAPITAL COST,5000000000
143,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,NATIONAL DEVELOPMENT PLANS (MINISTRY OF BUDGET AND NATIONALPLANNING),1000000000
144,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,HEAD OF SERVICE (FEDERAL GOVERNMENT STAFF HOUSING LOANS BOARD),1000000000
145,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,ZONAL INTERVENTION PROJECTS,100000000000
146,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,NORTHEAST INTERVENTION FUND,45000000000
147,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,COUNTERPART FUNDING INCLUDING GLOBAL FUND/HEALTH,3500000000
148,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,PAYMENT OF LOCAL CONTRACTORS' DEBTS/OTHER LIABILITIES,20000000000
149,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,GALAXY BACKBONE,4000000000
150,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,CONTINGENCY (CAPITAL),10000000000
151,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,RECAPITALISATION OF DEVELOPMENT FINANCE INSTITUTTIONS,15000000000
152,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,SUBSCRIPTIONS TO SHARES IN INTERNATIONAL ORGANISATIONS,28635229460
153,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,SDG: SPECIAL INTERVENTION PROJECT 1,12000000000
154,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,SDG: SPECIAL INTERVENTION PROJECT 2,8000000000
155,2017,EXECUTIVE ARM,CAPITAL EXPENDITURE,FACILITIES AND TECHNICAL SERVICES,14500000000
156,2017,OTHERS,CAPITAL EXPENDITURE,IMPLEMENTATION OF THE ECONOMIC RECOVERY AND GROWTH PLAN(ERGP)AND ESTABLISHMENT OF DELIVERY UNIT AT THE PRESIDENCY,2500000000
