,BUDGETYEAR,BUDGET CATEGORY,TYPE OF EXPENDITURE,GOVERNMENT AGENCY,ESTIMATED BUDGET
31,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,LANDS & HOUSING,3555726596
32,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,MINES & STEEL DEVELOPMENT,11512637069
33,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,AVIATION,6414115291
34,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,"NATIONAL SALARIES, INCOMES & WAGES  COMMISSION",741586918
35,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,ENVIRONMENT,12580318277
36,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,CULTURE & NOA,17216793821
37,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,NATIONAL PLANNING COMMISSION,5299236399
38,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,NATIONAL SPORTS COMMISSION,10696143045
39,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,OFFICE OF THE NATIONAL SECURITY ADVISER,50860044639
40,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,NIGER-DELTA,3229809338
41,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,SPECIAL DUTIES,379923683
42,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,FISCAL RESPONSIBILTY COMMISSION,552826355
43,2011,EXECUTIVE ARM,RECURRENT  EXPENDITURE,INFRASTRUCTURE CONCESSION REGULATORY COMMISSION,1077524318
44,2011,LEGISLATIVE ARM,RECURRENT  EXPENDITURE,NATIONAL POPULATION COMMISSION,5181890896
45,2011,LEGISLATIVE ARM,RECURRENT  EXPENDITURE,CODE OF CONDUCT BUREAU,1469288717
46,2011,LEGISLATIVE ARM,RECURRENT  EXPENDITURE,CODE OF CONDUCT TRIBUNAL,359683680
47,2011,LEGISLATIVE ARM,RECURRENT  EXPENDITURE,PUBLIC COMPLAINTS COMMISSION,2233580471
48,2011,LEGISLATIVE ARM,RECURRENT  EXPENDITURE,REVENUE MOBILISATION ALLOCATION & FISCAL COMMISSION,1949683412
49,2011,LEGISLATIVE ARM,RECURRENT  EXPENDITURE,FEDERAL CIVIL SERVICE COMMISSION,1118384880
50,2011,LEGISLATIVE ARM,RECURRENT  EXPENDITURE,POLICE SERVICE COMMISSSION,789418435
51,2011,LEGISLATIVE ARM,RECURRENT  EXPENDITURE,INDEPENDENT NATIONAL ELECTORAL COMMISSION (INEC),38278955577
52,2011,OTHERS,RECURRENT  EXPENDITURE,FEDERAL CHARACTER COMMISSION,2051006372
54,2011,OTHERS,RECURRENT  EXPENDITURE,NATIONAL ASSEMBLY OFFICE,9591065919
55,2011,OTHERS,RECURRENT  EXPENDITURE,SENATE,29041279068
56,2011,OTHERS,RECURRENT  EXPENDITURE,HOUSE OF REPRESENTATIVES,46215108931
57,2011,OTHERS,RECURRENT  EXPENDITURE,NATIONAL ASSEMBLY SERVICE COMMISSION,1227455661
58,2011,OTHERS,RECURRENT  EXPENDITURE,LEGISLATIVE AIDES,7728304827
59,2011,OTHERS,RECURRENT  EXPENDITURE,SENATE COMMITTEE ON PUBLIC ACCOUNTS,128261769
60,2011,OTHERS,RECURRENT  EXPENDITURE,HOUSE COMMITTEE ON PUBLIC ACCOUNTS,138950249
61,2011,OTHERS,RECURRENT  EXPENDITURE,GENERAL SERVICE OFFICE,13960147537
62,2011,OTHERS,RECURRENT  EXPENDITURE,SUB TOTAL: NASS,1.08E+11
63,2011,OTHERS,RECURRENT  EXPENDITURE,OFFICE OF THE HEAD OF THE CIVIL SERVICE (CIVILIAN PENSION),23150000000
64,2011,OTHERS,RECURRENT  EXPENDITURE,PENSIONS,22500000000
65,2011,OTHERS,RECURRENT  EXPENDITURE,PENSION RUNNING COST INCLUDING VERIFICATION EXERCISE IN 2011,400000000
66,2011,OTHERS,RECURRENT  EXPENDITURE,REINBURSEMENT TO STATES,250000000
67,2011,OTHERS,RECURRENT  EXPENDITURE,MILITARY PENSIONS AND GRATUITIES (DMP),48154513564
68,2011,OTHERS,RECURRENT  EXPENDITURE,MILITARY PENSION,47739513564
69,2011,OTHERS,RECURRENT  EXPENDITURE,PENSION RUNNING COST ADMIN CHARGES/YEARLY VERIFICATION EXERCISE,415000000
70,2011,OTHERS,RECURRENT  EXPENDITURE,POLICE PENSIONS AND GRATUITIES,19171907968
71,2011,OTHERS,RECURRENT  EXPENDITURE,PENSIONS,19091907968
72,2011,OTHERS,RECURRENT  EXPENDITURE,PENSION RUNNING COST,80000000
73,2011,OTHERS,RECURRENT  EXPENDITURE,"CUSTOMS, IMMIGRATION AND PRISONS PENSION OFFICE",6540000000
74,2011,OTHERS,RECURRENT  EXPENDITURE,PENSIONS (1),6500000000
75,2011,OTHERS,RECURRENT  EXPENDITURE,PENSION RUNNING COST,40000000
76,2011,OTHERS,RECURRENT  EXPENDITURE,UNIVERSITIES' PENSIONS INCLUDING ARREARS,15000000000
77,2011,OTHERS,RECURRENT  EXPENDITURE,PENSIONS (2),15000000000
78,2011,OTHERS,RECURRENT  EXPENDITURE,PARASTATALS' PENSION AND RAILWAY PENSIONS,35000000000
79,2011,OTHERS,RECURRENT  EXPENDITURE,PENSIONS,35000000000
80,2011,OTHERS,RECURRENT  EXPENDITURE,PRE-1996 NIGERIA RAILWAY CORPORATION PENSION,1897281034
81,2011,OTHERS,RECURRENT  EXPENDITURE,PENSIONS (3),1857281034
82,2011,OTHERS,RECURRENT  EXPENDITURE,PENSION RUNNING COST,40000000
83,2011,OTHERS,RECURRENT  EXPENDITURE,DEPARTMENT OF STATE SECURITY,1698013135
84,2011,OTHERS,RECURRENT  EXPENDITURE,PENSIONS (INCLUDING ARREARS),1698013135
85,2011,OTHERS,RECURRENT  EXPENDITURE,NIGERIA INTELLIGENCE AGENCY,2550052390
86,2011,OTHERS,RECURRENT  EXPENDITURE,PENSIONS (4) ,2550052390
88,2011,OTHERS,RECURRENT  EXPENDITURE,ARREARS OF PAYG PENSION,19000000000
89,2011,OTHERS,RECURRENT  EXPENDITURE,INCREASES IN PENSION RATES,34000000000
90,2011,OTHERS,RECURRENT  EXPENDITURE,IPPIS (OAGF AND HEAD OF SERVICE),2500000000
91,2011,OTHERS,RECURRENT  EXPENDITURE,PAYMENT OF OUTSTANDING DEATH BENEFIT TO CIVIL SERVANTS,1900000000
92,2011,OTHERS,RECURRENT  EXPENDITURE,COST),72366977130
93,2011,OTHERS,RECURRENT  EXPENDITURE,ARREARS OF SALARY INCREASES OF 2010 (REDEMPTION FUND),10800000000
94,2011,OTHERS,RECURRENT  EXPENDITURE,ARREARS OF ARMED FORCES DEATH BENEFITS (2004 - 2010),8807027070
95,2011,OTHERS,RECURRENT  EXPENDITURE,GROUP LIFE INSURANCE FOR ALL MDAs,12687000000
96,2011,OTHERS,RECURRENT  EXPENDITURE,ADMINISTRATION AND MONITORING (OHCSF),50000000
97,2011,OTHERS,RECURRENT  EXPENDITURE,COMMISSIONERS),41496000000
98,2011,OTHERS,RECURRENT  EXPENDITURE,OPERATIONS - INTERNAL AND EXTERNAL FOR THE ARMED FORCES,17008462928
99,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,JUDGEMENT DEBTS,10000000000
100,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,CONTRIBUTION TO INTERNATIONAL ORGANISATIONS,5500000000
101,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,EXTERNAL FINANCIAL OBLIGATIONS,13100000000
102,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,MARGIN FOR INCREASES IN COSTS,5000000000
103,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,CONTINGENCY,12000000000
104,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,BENEFITS OF CIVIL SERVANTS),5000000000
105,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,BIO-METRIC VERIFICATION OF PARASTATALS' PENSIONERS,600000000
106,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,MULTI YEAR TARIFF ORDER,37000000000
107,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,PHASE I: PROGRAM AND PROJECT PORTFOLIO MANAGEMENT FOR PILOT MDAs,1200000000
108,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,MUSLIM/CHRISTIAN PILGRIMAGES,2000000000
109,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,RECURRENT ADJUSTMENT,4000000000
110,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,2011 ELECTION - LOGISTICS SUPPORT,3000000000
111,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,PRESIDENTIAL AMNESTY PROGRAMME STIPENDS AND FEEDINGS ALLOWANCE,17000000000
112,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,RE-INTEGRATION OF NIGER-DELTA EX-MILITANTS,35722569121
113,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,OPERATIONS COST OF THE PROGRAMME,1947509500
114,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,RE-INTEGRATION OF TRANSFORMED NIGER-DELTA EX-MILITANTS (2010 ARREARS,17524493281
115,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,RE-INSERTION/TRANSITION SAFETY ALLOWANCE FOR ,20192000000
116,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,TRANSFORMED EX-MILITANTS (2010 ARREARS),6500000000
117,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,TOTAL SERVICE WIDE VOTES,3.98E+11
118,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,TOTAL CRF CHARGES,5.51E+11
119,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,TOTAL RECURRENT (NON-DEBT),2.48E+12
120,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,PRESIDENCY,12887671733
121,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,OFFICE OF THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF),5959156550
122,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,YOUTH DEVELOPMENT,3063996178
123,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,POLICE AFFAIRS,360653576
124,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,POLICE FORMATION AND COMMANDS,11167308567
125,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,WOMEN AFFAIRS,750000000
126,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,AGRICULTURE & RURAL DEVELOPMENT,29463299475
127,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,WATER RESOURCES,24754983806
128,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,AUDITOR-GENERAL FOR THE FEDERATION,1991253812
129,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,INDEPENDENT CORRUPT PRACTICES AND RELATED OFFENCES COMMISSION,162042482
130,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,DEFENCE/MOD/ARMY/AIR FORCE/NAVY,25194705572
131,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,EDUCATION,35088896911
132,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,FEDERAL CAPITAL TERRITORY ADMINISTRARTION,44183583306
133,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,FOREIGN AND INTERGOVERNMENTAL AFFAIRS,6247567828
134,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,FINANCE,3069155914
135,2011,EXECUTIVE ARM,CAPITAL EXPENDITURE,HEALTH,33527630328
136,2011,LEGISLATIVE ARM,CAPITAL EXPENDITURE,COMMERCE AND INDUSTRY,1153960899
137,2011,LEGISLATIVE ARM,CAPITAL EXPENDITURE,INFORMATION AND COMMUNICATIONS,1381952297
138,2011,LEGISLATIVE ARM,CAPITAL EXPENDITURE,INTERIOR,5846331051
139,2011,LEGISLATIVE ARM,CAPITAL EXPENDITURE,OFFICE OF THE HEAD OF SERVICE OF THE FEDERATION,6859798386
140,2011,OTHERS,CAPITAL EXPENDITURE,JUSTICE,407789102
141,2011,OTHERS,CAPITAL EXPENDITURE,LABOUR AND PRODUCTIVITY,465870838
142,2011,OTHERS,CAPITAL EXPENDITURE,POWER,86250646800
143,2011,OTHERS,CAPITAL EXPENDITURE,SCIENCE & TECHNOLOGY,5127005964
144,2011,OTHERS,CAPITAL EXPENDITURE,TRANSPORT,48904463237
145,2011,OTHERS,CAPITAL EXPENDITURE,PETROLEUM RESOURCES,10273199805
146,2011,OTHERS,CAPITAL EXPENDITURE,WORKS,1.37E+11
147,2011,OTHERS,CAPITAL EXPENDITURE,LANDS & HOUSING,17068474724
148,2011,OTHERS,CAPITAL EXPENDITURE,MINES & STEEL DEVELOPMENT,2242287981
149,2011,OTHERS,CAPITAL EXPENDITURE,AVIATION,20741977781
150,2011,OTHERS,CAPITAL EXPENDITURE,"NATIONAL SALARIES, INCOMES & WAGES  COMMISSION",108028321
151,2011,OTHERS,CAPITAL EXPENDITURE,ENVIRONMENT,4751839421
152,2011,OTHERS,CAPITAL EXPENDITURE,CULTURE & NOA,2493050000
153,2011,OTHERS,CAPITAL EXPENDITURE,NATIONAL PLANNING COMMISSION,1478969528
154,2011,OTHERS,CAPITAL EXPENDITURE,NATIONAL SPORTS COMMISSION,1134297371
155,2011,OTHERS,CAPITAL EXPENDITURE,OFFICE OF THE NATIONAL SECURITY ADVISER,54380603628
156,2011,OTHERS,CAPITAL EXPENDITURE,NIGER-DELTA,53400001680
157,2011,OTHERS,CAPITAL EXPENDITURE,SPECIAL DUTIES,52800000
158,2011,OTHERS,CAPITAL EXPENDITURE,FISCAL RESPONSIBILTY COMMISSION,162042482
159,2011,OTHERS,CAPITAL EXPENDITURE,INFRASTRUCTURE CONCESSION REGULATORY COMMISSION,86422657
160,2011,OTHERS,CAPITAL EXPENDITURE,NATIONAL POPULATION COMMISSION,324230453
161,2011,OTHERS,CAPITAL EXPENDITURE,CODE OF CONDUCT BUREAU,954038409
162,2011,OTHERS,CAPITAL EXPENDITURE,CODE OF CONDUCT TRIBUNAL,82417563
163,2011,OTHERS,CAPITAL EXPENDITURE,PUBLIC COMPLAINTS COMMISSION,162115226
164,2011,OTHERS,CAPITAL EXPENDITURE,REVENUE MOBILISATION ALLOCATION & FISCAL COMMISSION,299000000
165,2011,OTHERS,CAPITAL EXPENDITURE,FEDERAL CIVIL SERVICE COMMISSION,54038409
166,2011,OTHERS,CAPITAL EXPENDITURE,POLICE SERVICE COMMISSSION,60400000
167,2011,OTHERS,CAPITAL EXPENDITURE,INDEPENDENT NATIONAL ELECTORAL COMMISSION (INEC),7114878288
168,2011,OTHERS,CAPITAL EXPENDITURE,FEDERAL CHARACTER COMMISSION,108076818
169,2011,OTHERS,CAPITAL EXPENDITURE,SUB-TOTAL: FEDERAL EXECUTIVE BODIES,9159195166
170,2011,OTHERS,CAPITAL EXPENDITURE,THE LEGISLATURE (NATIONAL ASSEMLY OFFICE),594155766
171,2011,OTHERS,CAPITAL EXPENDITURE,SENATE,540141605
172,2011,OTHERS,CAPITAL EXPENDITURE,HOUSE OF REPRESENTATIVES,1674438976
173,2011,OTHERS,CAPITAL EXPENDITURE,NATIONAL ASSEMBLY SERVICE COMMISSION,108028321
174,2011,OTHERS,CAPITAL EXPENDITURE,LEGISLATIVE AIDES,162042482
175,2011,OTHERS,CAPITAL EXPENDITURE,GENERAL SERVICE OFFICE,135035401
176,2011,OTHERS,CAPITAL EXPENDITURE,SUB TOTAL: NASS,3213842551
177,2011,OTHERS,CAPITAL EXPENDITURE,CAPITAL SUPPLEMENTATION ADJUSTMENT TO CAPITALCOST,5645130523
178,2011,OTHERS,CAPITAL EXPENDITURE,VIABILITY GAP FUND - PPP,50000000000
179,2011,OTHERS,CAPITAL EXPENDITURE,NATIONAL JOB CREATION SCHEME,50000000000
180,2011,OTHERS,CAPITAL EXPENDITURE,COUNTERPART FUNDING,4140849631
181,2011,OTHERS,CAPITAL EXPENDITURE,QUICK WINS - COMPLETION OF 2008 & 2009 PROJECTS,13103540130
182,2011,OTHERS,CAPITAL EXPENDITURE,CONDITIONAL GRANTS AND SOCIAL SAFETY NETS (MDGS),19629286075
183,2011,OTHERS,CAPITAL EXPENDITURE,EVALUATION/CONSULTANCY,1080283210
184,2011,OTHERS,CAPITAL EXPENDITURE,"PROVISION OF INFRASTRUCTURE, BANDWITH AND CONNECTIVITY TO MDAs BY GALAXY BACKBONE PLC",4088547798
185,2011,OTHERS,CAPITAL EXPENDITURE,PAYMENT TO LOCAL CONTRACTORS' DEBT,14104248156
186,2011,OTHERS,CAPITAL EXPENDITURE,POLICE REFORMS FUND (SHARE OF FGN),30000000000
187,2011,OTHERS,CAPITAL EXPENDITURE,PRESIDENTIAL INTERVENTION PROJECTS,1.00E+11
188,2011,OTHERS,CAPITAL EXPENDITURE,REPAYMENT OF UBA SAFETOWER LOAN,2300000000
