,BUDGETYEAR,BUDGET CATEGORY,TYPE OF EXPENDITURE,GOVERNMENT AGENCY,ESTIMATED BUDGET
120,2014,OTHERS,CAPITAL EXPENDITURE,YOUTH DEVELOPMENT,5036186656
121,2014,OTHERS,CAPITAL EXPENDITURE,POLICE AFFAIRS,3439131188
122,2014,OTHERS,CAPITAL EXPENDITURE,POLICE FORMATION AND COMMANDS,7340000000
123,2014,OTHERS,CAPITAL EXPENDITURE,WOMEN AFFAIRS,2992311641
124,2014,OTHERS,CAPITAL EXPENDITURE,AGRICULTURE & RURAL DEVELOPMENT,35551172583
125,2014,,CAPITAL EXPENDITURE,WATER RESOURCES,44206343742
126,2014,OTHERS,CAPITAL EXPENDITURE,AUDITOR-GENERAL FOR THE FEDERATION,1943134021
127,2014,OTHERS,CAPITAL EXPENDITURE,INDEPENDENT CORRUPT PRACTICES AND OTHER RELATED OFFENCES COMMISSION,132897643
128,2014,OTHERS,CAPITAL EXPENDITURE,DEFENCE/MOD/ARMY/AIR FORCE/NAVY,35360000000
129,2014,OTHERS,CAPITAL EXPENDITURE,EDUCATION,50781035231
130,2014,OTHERS,CAPITAL EXPENDITURE,FEDERAL CAPITAL TERRITORY ADMINISTRATION,30410000000
131,2014,OTHERS,CAPITAL EXPENDITURE,FOREIGN AFFAIRS,17081563540
132,2014,OTHERS,CAPITAL EXPENDITURE,FINANCE,2531276268
133,2014,OTHERS,CAPITAL EXPENDITURE,HEALTH,49535699601
134,2014,OTHERS,CAPITAL EXPENDITURE,TRADE AND INVESTMENT,3664494962
135,2014,OTHERS,CAPITAL EXPENDITURE,INFORMATION,3830414506
136,2014,OTHERS,CAPITAL EXPENDITURE,COMMUNICATION TECHNOLOGY,4065032066
137,2014,OTHERS,CAPITAL EXPENDITURE,INTERIOR,6949311467
138,2014,OTHERS,CAPITAL EXPENDITURE,OFFICE OF THE HEAD OF SERVICE OF THE FEDERATION,4139125454
139,2014,OTHERS,CAPITAL EXPENDITURE,JUSTICE,1073500135
140,2014,OTHERS,CAPITAL EXPENDITURE,LABOUR AND PRODUCTIVITY,1801548597
141,2014,OTHERS,CAPITAL EXPENDITURE,POWER,59814290389
142,2014,OTHERS,CAPITAL EXPENDITURE,SCIENCE AND TECHNOLOGY,13014788701
143,2014,OTHERS,CAPITAL EXPENDITURE,TRANSPORT,31808108913
144,2014,OTHERS,CAPITAL EXPENDITURE,PETROLEUM RESOURCES,6221948219
145,2014,OTHERS,CAPITAL EXPENDITURE,WORKS,106321203055
146,2014,OTHERS,CAPITAL EXPENDITURE,LANDS & HOUSING,15756721003
147,2014,OTHERS,CAPITAL EXPENDITURE,MINES & STEEL DEVELOPMENT,2176868615
148,2014,OTHERS,CAPITAL EXPENDITURE,AVIATION,26157892040
149,2013,OTHERS,CAPITAL EXPENDITURE,"NATIONAL SALARIES, INCOMES & WAGES COMMISSION",173438793
150,2014,OTHERS,CAPITAL EXPENDITURE,ENVIRONMENT,8974898681
151,2014,OTHERS,CAPITAL EXPENDITURE,"TOURISM, CULTURE & NATIONAL ORIENTATION",4213941052
152,2014,OTHERS,CAPITAL EXPENDITURE,NATIONAL PLANNING COMMISSION,2018068871
153,2014,OTHERS,CAPITAL EXPENDITURE,NATIONAL SPORTS COMMISSION,1764028442
154,2014,OTHERS,CAPITAL EXPENDITURE,OFFICE OF THE NATIONAL SECURITY ADVISER,51100000000
155,2014,OTHERS,CAPITAL EXPENDITURE,NIGER-DELTA,49403704194
156,2014,OTHERS,CAPITAL EXPENDITURE,SPECIAL DUTIES,53212473
157,2014,OTHERS,CAPITAL EXPENDITURE,SPECIAL DUTIES AND INTERGOVERNMENTAL AFFAIRS,200405367
158,2014,OTHERS,CAPITAL EXPENDITURE,FISCAL RESPONSIBILITY COMMISSION,53835005
159,2014,OTHERS,CAPITAL EXPENDITURE,INFRASTRUCTURAL CONCESSION REGULATORY COMMISSION,47878526
160,2014,OTHERS,CAPITAL EXPENDITURE,NATIONAL POPULATION COMMISSION,1203588087
161,2014,OTHERS,CAPITAL EXPENDITURE,CODE OF CONDUCT BUREAU,1006147091
162,2014,OTHERS,CAPITAL EXPENDITURE,CODE OF CONDUCT TRIBUNAL,252440642
163,2014,OTHERS,CAPITAL EXPENDITURE,REVENUE MOBILISATION ALLOCATION & FISCAL COMMISSION,1100722408
164,2014,OTHERS,CAPITAL EXPENDITURE,FEDERAL CIVIL SERVICE COMMISSION,254136819
165,2014,OTHERS,CAPITAL EXPENDITURE,POLICE SERVICE COMMISSION,1013220850
166,2014,OTHERS,CAPITAL EXPENDITURE,FEDERAL CHARACTER COMMISSION,311143466
167,2014,OTHERS,CAPITAL EXPENDITURE,ADJUSTMENT TO CAPITAL COST,4500000000
168,2014,OTHERS,CAPITAL EXPENDITURE,NATIONAL JOB CREATION SCHEME,8000000000
169,2014,OTHERS,CAPITAL EXPENDITURE,QUICK WINS - COMPLETION OF 2008 &2009 PROJECTS,1000000000
170,2014,OTHERS,CAPITAL EXPENDITURE,MILLENIUM DEVELOPMENT GOALS MONITORING AND BULK TRADER EVALUATION,3240000000
171,2014,OTHERS,CAPITAL EXPENDITURE,"CONSULTANCY, SURVEY AND SHORT TERM STUDIES",600000000
172,2014,OTHERS,CAPITAL EXPENDITURE,COMMUNICATION AND ADVOCACY (MDG) REPORTING 2011 MDG,610000000
173,2014,OTHERS,CAPITAL EXPENDITURE,SPECIAL INTERVENTION MELMCO,14000000000
174,2014,OTHERS,CAPITAL EXPENDITURE,BULK TRADER,14000000000
175,2014,OTHERS,CAPITAL EXPENDITURE,SINKING FUND FOR INFRASTRUCTURAL DEVELOPMENT,27000000000
176,2014,OTHERS,CAPITAL EXPENDITURE,"SPECIAL INITIATIVE FOR WOMEN PARTICIPATION IN AGRICULTURE, WATER, SPORT, COMMUNICATION TECHNOLOGY",3000000000
177,2014,OTHERS,CAPITAL EXPENDITURE,GIFMIS CAPITAL,1000000000
178,2014,OTHERS,CAPITAL EXPENDITURE,IPPIS CAPITAL,1000000000
179,2014,OTHERS,CAPITAL EXPENDITURE,2011 ELECTION VIOLENCE AND CIVIL DISTURBANCES (DAMAGEDONE TO PUBLIC PROPERTIES AND PLACES OF WORSHIPS),1000000000
180,2014,OTHERS,CAPITAL EXPENDITURE,NEW NIGERIA NEWSPAPERS LIABILITY,424612357
181,2014,OTHERS,CAPITAL EXPENDITURE,SPORTS DEVELOPMENT,5000000000
182,2014,OTHERS,CAPITAL EXPENDITURE,MDG SPECIAL PROJECTS,3300000000
183,2014,OTHERS,CAPITAL EXPENDITURE,SPECIAL INTERVENTION MDG's 1,17155000000
184,2014,OTHERS,CAPITAL EXPENDITURE,SPECIAL INTERVENTION MDG's 2,5300000000
185,2014,OTHERS,CAPITAL EXPENDITURE,CAPITAL DEVELOPMENT OF NATIONAL INSTITUTE FOR LEGISLATIVE STUDIES,5000000000
186,2014,OTHERS,CAPITAL EXPENDITURE,HOSTING OF WORLD ECONOMIC FORUM (WEF),4000000000
187,2014,OTHERS,CAPITAL EXPENDITURE,NATIONAL PLANNING COMMISSION (INFRASTRUCTURE MASTER PLAN),1200000000
188,2014,OTHERS,CAPITAL EXPENDITURE,HOUSING MORTGAGE INSTITUTIONS,2000000000
189,2014,OTHERS,CAPITAL EXPENDITURE,REFUND TO RICE LEVY (NIGCOMSAT),1360000000
190,2014,OTHERS,CAPITAL EXPENDITURE,SPECIAL INTERVENTION/CONSTITUENCY PROJECTS,100000000000
191,2014,OTHERS,CAPITAL EXPENDITURE,REFUND TO SPECIAL ACCOUNT,9000000000
192,2014,OTHERS,CAPITAL EXPENDITURE,FEDERAL INITIATIVE FOR NORTH EAST (PILOT COUNTERPART FUNDING CONTRIBUTION),2000000000
193,2014,OTHERS,CAPITAL EXPENDITURE,COUNTERPART FUNDING INCLUDING GLOBAL FUND/HEALTH,4800000000
194,2014,OTHERS,CAPITAL EXPENDITURE,MULTI YEAR TARIFF ORDER,10000000000
195,2014,OTHERS,CAPITAL EXPENDITURE,CONDITIONAL GRANTS AND SOCILA SAFETY NETS (MDGS),67730000000
196,2014,OTHERS,CAPITAL EXPENDITURE,SUPPORT TO UNDP MILLENIUM CAMPAIGN PROGRAMME NIGERIA IN AFRICA / AFRICANS IN PALIMENTARIAN PROGRAMME,360000000
197,2014,OTHERS,CAPITAL EXPENDITURE,PAYMENT OF LOCAL CONTRACTORS' DEBTS,10000000000
198,2014,OTHERS,CAPITAL EXPENDITURE,GALAXY BACKBONE,4360000000
199,2014,OTHERS,CAPITAL EXPENDITURE,BANK OF INDUSTRY,1500000000
200,2014,OTHERS,CAPITAL EXPENDITURE,BANK OF AGRICULTURE,1000000000
201,2014,OTHERS,CAPITAL EXPENDITURE,PAYMENT FOR MATURING DOMESTIC BONDS,25000000000
202,2014,OTHERS,CAPITAL EXPENDITURE,NATIONAL ASSEMBLY CLINIC,1000000000
203,2014,OTHERS,CAPITAL EXPENDITURE,SPECIAL INTERVENTION (MINISTRY OF SPECIAL DUTIES),18000000000
204,2014,OTHERS,CAPITAL EXPENDITURE,DEVELOPMENT FINANCE INSTITUTION (DFI),16000000000
205,2014,OTHERS,SUBSIDY RE-INVESTMENT,SUBSIDY RE-INVESTMENT AND EMPOWERMENT PROGRAMME (SURE-P),268370000000
